Id,SalePrice
1667,376637.0401501388
1668,341882.42848939943
1669,301511.38291256665
1670,346242.44274679036
1671,255641.91184332198
1672,430977.6275879034
1673,293428.9606661267
1674,244022.98891619372
1675,193664.67032607395
1676,194028.93654866258
1677,217550.2867732672
1678,448630.7571044603
1679,385283.5664588745
1680,330754.22434799897
1681,247863.35445699765
1682,310352.56134387344
1683,186737.11346656882
1684,175818.89365638135
1685,174332.80222994962
1686,171587.0322239498
1687,173378.22643681546
1688,188530.18612455434
1689,192054.87184136081
1690,198874.9884830964
1691,187750.1318705242
1692,265354.22490330285
1693,172788.44007266493
1694,184754.25998742253
1695,171413.56226265017
1696,269094.2346010768
1697,178022.73352600326
1698,343328.8204497022
1699,331087.6921056933
1700,249808.55801060086
1701,267900.0250745926
1702,238476.16171614663
1703,245665.7728153537
1704,277517.6278118501
1705,239929.28024204267
1706,387822.62247593515
1707,212414.78662108266
1708,208183.10224944766
1709,265516.89799612237
1710,225676.50523819105
1711,271751.76151239563
1712,256294.70587875156
1713,274833.6942651473
1714,223155.9938938233
1715,210098.46570876506
1716,185865.8418916278
1717,180598.41275162698
1718,133201.11701882334
1719,200645.99933083728
1720,238172.0281765635
1721,164080.24309473956
1722,120155.02142645023
1723,151956.1285858635
1724,208261.28348197567
1725,243471.96702165485
1726,188510.19716259104
1727,157265.39270645834
1728,171450.45023032775
1729,167252.26785883313
1730,154382.61470372794
1731,120513.45692366756
1732,131969.07353893958
1733,115580.48208541198
1734,120435.6705752651
1735,130143.26432990545
1736,113640.44525792915
1737,305814.8189225546
1738,244845.8743516791
1739,249379.81561286276
1740,211458.25438644065
1741,193278.24513357916
1742,170326.07205855957
1743,176245.70264947577
1744,309645.73024215735
1745,210989.80588271056
1746,183788.46172347383
1747,214063.5153465363
1748,223054.11899663805
1749,143502.24688627804
1750,123377.28920508378
1751,249317.72577233808
1752,120519.96221908135
1753,143565.4313654984
1754,185760.83003907884
1755,161850.6228262751
1756,132731.1092492805
1757,122478.45450633143
1758,146817.76076417422
1759,159366.7690185983
1760,166155.29229913512
1761,139214.71566929133
1762,182766.90810236352
1763,173458.19003273302
1764,117729.61372997057
1765,159259.65646440332
1766,184743.5627622594
1767,215161.4288474401
1768,143236.27995948028
1769,178841.58664962035
1770,154092.90433373797
1771,118593.22161749072
1772,130971.19777948757
1773,131681.26094626068
1774,136372.4117465227
1775,145168.81031019895
1776,129712.49584729005
1777,109646.98614322316
1778,140755.63215108297
1779,119597.4787781803
1780,168893.83188277096
1781,125908.25342232992
1782,91962.57968118717
1783,140608.4669478203
1784,108539.82162341243
1785,118170.44615495086
1786,146287.88832860673
1787,168024.15603484394
1788,60368.606111297675
1789,97742.95220605613
1790,82229.86786222385
1791,195804.4275292326
1792,158026.17347188047
1793,129181.0912616796
1794,153945.28255517187
1795,134005.32931643495
1796,129098.2094484572
1797,115047.56371622323
1798,122785.20557428434
1799,111992.31294539903
1800,125849.59523707985
1801,130029.76150139433
1802,132374.73228613814
1803,147493.89443503733
1804,139273.81771473825
1805,137102.8195685405
1806,122975.0871936381
1807,131060.18252508526
1808,121952.02313492932
1809,121727.65350874205
1810,143060.25087167247
1811,90849.28249037878
1812,95372.2501531594
1813,123814.33044082913
1814,96276.48186390461
1815,56955.215965038034
1816,98919.39117694534
1817,108419.7929645275
1818,142142.21805639472
1819,126049.18125606037
1820,56797.64902128382
1821,117251.20576432162
1822,152175.0596497719
1823,45051.819809243796
1824,126591.3851889183
1825,139048.70898802718
1826,105422.34473290146
1827,98437.67048280529
1828,133567.7405831406
1829,123494.48889389545
1830,143876.1598922576
1831,142943.84774055972
1832,77215.64238336889
1833,141856.6174944975
1834,121069.17591496985
1835,115692.05659908173
1836,124031.19177749493
1837,85161.03175154736
1838,126781.43845167721
1839,106367.69314010094
1840,155384.60106203274
1841,135505.14983787856
1842,89022.65480988618
1843,127878.52438961738
1844,143454.3071468962
1845,142569.0381215345
1846,153031.64667732886
1847,165099.22801160935
1848,58424.22114349138
1849,109609.18486145942
1850,118455.89622229923
1851,147434.25386126916
1852,127855.76794327037
1853,127750.18334846098
1854,166573.47613979073
1855,146991.6546071176
1856,224166.0016042851
1857,135684.86780178006
1858,138303.2756006511
1859,118918.81285671059
1860,149259.22869127564
1861,117703.36745595807
1862,346636.40635002044
1863,323738.71267582965
1864,323762.67441523867
1865,341286.3718570272
1866,335644.5955065467
1867,231252.90122545173
1868,288329.48766368325
1869,208905.83787005878
1870,228942.18366247835
1871,253726.00936253963
1872,171779.968572022
1873,244292.38357890566
1874,150078.84216304423
1875,198272.99653346837
1876,199262.72721023468
1877,208853.5249135706
1878,200952.50764313366
1879,134175.81908449248
1880,132307.32434767467
1881,245785.9438887567
1882,243455.64454250992
1883,185569.553362104
1884,202175.9323605674
1885,234205.96937415045
1886,286818.5434357414
1887,211521.46738904534
1888,270780.8916991587
1889,166667.0618552612
1890,120383.80285395263
1891,133534.24215307593
1892,99434.55515023242
1893,129756.78926479384
1894,126065.58080300638
1895,130819.7466871295
1896,125345.90512827405
1897,115427.6976428171
1898,114674.47599156536
1899,154269.5433530666
1900,158911.76504386903
1901,174676.55162143617
1902,147015.15202447347
1903,237083.84753956116
1904,145533.20862332307
1905,194207.24102770863
1906,148175.0803934462
1907,193644.80704307248
1908,111205.4105862969
1909,138398.90267651278
1910,123576.95464625335
1911,218694.2635459346
1912,320840.4475360855
1913,139524.76898687787
1914,60121.39051826515
1915,305744.4483172775
1916,64014.509903729864
1917,236942.4871354847
1918,142550.3848292094
1919,167327.51419219197
1920,142414.02470826596
1921,385698.4904394972
1922,315581.25172633165
1923,226791.03741375904
1924,227997.31741616578
1925,193113.61594084057
1926,372931.23806990706
1927,133253.25238196392
1928,153138.6496240946
1929,122617.62618868725
1930,132549.1795966188
1931,140807.0227795536
1932,138091.5859010223
1933,189572.62488863274
1934,180579.07758821803
1935,172936.63547280067
1936,188264.86501629182
1937,182777.32540427137
1938,167604.13294562133
1939,246695.9584702634
1940,187837.84588404663
1941,168579.42782742312
1942,181929.09777526837
1943,214676.38969026558
1944,373595.4270693759
1945,386736.07492342824
1946,128400.98110885016
1947,291037.33364795113
1948,167530.35290326914
1949,247565.8693097743
1950,191711.84052335122
1951,236152.68605301797
1952,206332.58314786485
1953,167443.40269500637
1954,183216.06394357551
1955,132393.64059468525
1956,312940.53593164764
1957,149306.49296505906
1958,306687.03926720563
1959,145499.98425105895
1960,114437.52948330426
1961,125989.97531709782
1962,96608.76786196041
1963,103569.59457815498
1964,108263.25424898125
1965,144309.49985657784
1966,141764.54495576757
1967,285861.13354330603
1968,430475.00566493656
1969,377781.41485024744
1970,412792.73708880204
1971,471123.7240592557
1972,378581.52829703613
1973,266948.10060719145
1974,331466.14445274323
1975,501850.3699621678
1976,272304.8657853354
1977,358818.06937207293
1978,358027.36041338946
1979,319540.98910936655
1980,194260.8600064585
1981,332126.54760794155
1982,227016.58746920002
1983,213307.62388471188
1984,164857.41342055233
1985,228152.1289042509
1986,208817.3399480307
1987,181413.739662589
1988,174808.92154249322
1989,191866.0189347312
1990,211301.45896874333
1991,238482.47207679396
1992,213748.1721485784
1993,170949.04851994425
1994,227894.91888871574
1995,181939.21266875707
1996,257049.28004307253
1997,309041.4000437069
1998,311027.2909654358
1999,275078.9877263974
2000,323199.1115559625
2001,270730.3111853546
2002,241625.4873384267
2003,252790.47892910743
2004,279453.5236906209
2005,223761.36461118958
2006,227967.46785233938
2007,247203.0299055223
2008,215245.6343738968
2009,199502.88795696635
2010,186794.9749844518
2011,136298.43847820564
2012,176973.73255446705
2013,180559.48352619394
2014,185570.17256114734
2015,201564.4245851387
2016,194958.53002644423
2017,196240.1481202604
2018,122632.47744766978
2019,136745.8837612131
2020,101100.0251914922
2021,107702.52244454097
2022,179200.22876594658
2023,140671.77272553564
2024,267450.52214492665
2025,355319.90656114765
2026,177355.81879768736
2027,160215.3045235674
2028,149374.34156512798
2029,168683.97399004217
2030,266436.0786110142
2031,234955.7062402681
2032,253171.70324953142
2033,257148.6195218795
2034,173921.67035091974
2035,221216.62351878564
2036,194233.7565484892
2037,202892.1654127839
2038,305972.5552549133
2039,223844.81404855603
2040,280226.2957891142
2041,283847.545108511
2042,206454.14029515904
2043,172730.6360398088
2044,168437.72264726475
2045,212458.8536878986
2046,147304.83297924805
2047,141283.48892049256
2048,142826.75668428603
2049,138869.16253050376
2050,173534.16536848564
2051,103564.28500376013
2052,126155.82540420315
2053,149515.26082200214
2054,93281.02137977266
2055,152520.27661701685
2056,145621.31414636836
2057,113921.58883468068
2058,211035.9383596254
2059,132502.35419428354
2060,170356.8007995399
2061,167909.17279637646
2062,130369.27655973453
2063,120453.5274306077
2064,140462.89924823283
2065,118808.11172078153
2066,162193.2841807088
2067,112894.40282530662
2068,137358.82638691855
2069,86666.58086378584
2070,117106.61312179841
2071,98536.2206655734
2072,132833.8105431712
2073,134015.44371075503
2074,186420.17420183012
2075,147829.6559474431
2076,121126.91864565344
2077,155564.26369289056
2078,125913.4692589305
2079,133090.97468819056
2080,118683.53241307764
2081,128718.47802915995
2082,121444.43800072529
2083,145349.59485407657
2084,113303.04974263455
2085,117146.94594978698
2086,112147.8119352252
2087,117361.021251958
2088,93620.87927576504
2089,79750.13935323452
2090,128961.98935458975
2091,109927.89216333904
2092,121580.5229865159
2093,107702.2995913724
2094,108903.06312119497
2095,150669.11332778097
2096,83881.34084994797
2097,97576.7136177659
2098,145075.93236636196
2099,60583.7886292404
2100,78432.72562498724
2101,114230.34266982728
2102,123349.5303066808
2103,104985.93305119223
2104,136667.5486449971
2105,131362.45688345568
2106,68841.63069406457
2107,200470.09988189017
2108,115283.9418574757
2109,109124.28291786909
2110,119491.13390976505
2111,132717.62884666875
2112,139976.2032351392
2113,120706.12224641486
2114,114378.98909895273
2115,163525.85234801442
2116,110996.65527208231
2117,150727.45473379476
2118,125877.96377382136
2119,113099.98078620048
2120,115376.31821563651
2121,84301.94823214153
2122,118730.56914870765
2123,87675.46314139268
2124,160376.5799335461
2125,123493.86484133822
2126,149775.33010734382
2127,156734.90752542266
2128,124610.92999352311
2129,90171.26139959454
2130,136841.01973830682
2131,141420.36532042985
2132,110623.95971655153
2133,119185.29226091036
2134,122042.65629752146
2135,98363.23465177008
2136,74861.93386027234
2137,105815.66031256333
2138,131121.14075140748
2139,149234.45356756652
2140,138844.05473917758
2141,158191.25913247047
2142,128933.50288098733
2143,148126.79067110593
2144,115985.985540611
2145,139665.8510154673
2146,166620.60990385478
2147,135248.72190999408
2148,137954.24205645162
2149,151474.27338013466
2150,233370.87180518074
2151,119301.46284720476
2152,155250.81936173467
2153,168571.51515240638
2154,101396.56605776082
2155,138091.18081007077
2156,254191.07056485795
2157,232079.19576214164
2158,242463.04518046603
2159,211494.96005495003
2160,178048.0525976391
2161,238087.72372743406
2162,371935.6526701595
2163,343535.853854594
2164,252380.2829519642
2165,201650.60285769706
2166,157690.73207700238
2167,218721.12138287042
2168,194438.60272232076
2169,194827.59182114137
2170,212310.56840181487
2171,158269.20858819265
2172,133597.0065445832
2173,175940.69403644654
2174,222015.769897921
2175,291525.89899307315
2176,316867.91751075996
2177,239831.72059782868
2178,209890.20339492976
2179,141102.5170149713
2180,201962.9712896085
2181,191115.7753545816
2182,226246.25231518352
2183,193113.07421475876
2184,121569.60555267795
2185,118544.9537358502
2186,144683.28887536065
2187,153755.40559592273
2188,155614.4622209041
2189,266226.6372279571
2190,79637.24259938218
2191,78100.99683287797
2192,90356.19110786617
2193,107702.01859087555
2194,105266.8884851983
2195,106776.4151560501
2196,100994.4924960408
2197,117860.31105778358
2198,153658.54159676013
2199,187024.55868691715
2200,146952.88555637753
2201,144661.01881801154
2202,214592.59710686823
2203,136881.20234425628
2204,181844.55995257763
2205,117879.42259195604
2206,138741.35060827408
2207,220264.22147904432
2208,260920.6836166183
2209,236113.47826175188
2210,124087.44056527995
2211,112977.12083533997
2212,119556.71227436191
2213,104545.8468197854
2214,130739.745385477
2215,100373.21462412472
2216,142539.40752026893
2217,66670.88643033596
2218,70536.85011699004
2219,68900.86283675428
2220,67188.57851038972
2221,307067.042272685
2222,268761.6787888652
2223,297371.52291412046
2224,211743.6682155356
2225,123928.00910719854
2226,178703.51569626035
2227,203748.93959449086
2228,263749.3446012305
2229,247692.9994610878
2230,157778.27282030386
2231,211158.73979538068
2232,177095.612862813
2233,176180.68716772326
2234,240264.97722213774
2235,216657.70140592312
2236,256755.43910987102
2237,323780.7263493993
2238,200889.60314431484
2239,102392.3634321304
2240,155960.61564158878
2241,149205.16046291008
2242,123719.9241017885
2243,125209.80925909578
2244,103178.66349847434
2245,100936.52980621516
2246,139819.96051726665
2247,111946.12873761816
2248,125160.21360313697
2249,123914.19373628296
2250,134285.17233854363
2251,107731.02239358192
2252,174590.210732051
2253,159429.23917523024
2254,182120.15510240296
2255,187187.5229689608
2256,177163.30542554345
2257,210413.294970904
2258,163248.17697731138
2259,178585.63765564014
2260,152197.5634015883
2261,189111.16810453744
2262,208993.65558338823
2263,381177.7197761211
2264,461086.6975569533
2265,165581.09306373802
2266,315310.9319194106
2267,361012.0372988104
2268,404118.6996920734
2269,151348.7167535288
2270,196371.20849825107
2271,218641.50608312513
2272,192782.29871094166
2273,162236.3390237228
2274,181627.41822388984
2275,152230.856809919
2276,195370.3314482391
2277,178316.8451728272
2278,148410.2030592802
2279,129113.80513859817
2280,120583.79196480938
2281,167692.36495587428
2282,182640.62330328466
2283,105732.89703587515
2284,115781.7896791067
2285,144260.15393993945
2286,123922.97814163563
2287,354818.55055202066
2288,271505.4836674082
2289,376801.1189610616
2290,439806.57178291737
2291,336166.38125839614
2292,440604.6007654864
2293,448540.56347667926
2294,404428.92006559204
2295,452491.13065420336
2296,276188.06472286244
2297,331102.14135275944
2298,342689.98307630164
2299,372526.74141971907
2300,333145.4413541943
2301,311019.0089180033
2302,248009.13580017624
2303,244597.0219198402
2304,240597.9028090319
2305,196041.75322311177
2306,191093.5678086253
2307,199948.3391104393
2308,229894.21786550674
2309,279215.89413686213
2310,218318.3121399097
2311,202113.72601239447
2312,168924.10588036076
2313,173148.5741231526
2314,166675.8181693499
2315,178568.26705970976
2316,190747.67553597174
2317,182809.77212067804
2318,177901.19095858518
2319,180500.39866587197
2320,189396.1881997118
2321,245799.9656148439
2322,181065.750408123
2323,188648.64336183324
2324,187796.48729429764
2325,212475.37140560106
2326,180613.25776934944
2327,205013.50028250628
2328,224436.86716031283
2329,191320.93108188477
2330,181955.4750007334
2331,340050.24989566905
2332,397798.08903027873
2333,324884.97546861076
2334,249470.00728507884
2335,280642.00312221
2336,315017.7376656112
2337,199656.04628525377
2338,264501.8880454089
2339,217686.51561545886
2340,382486.8482726055
2341,213236.713558509
2342,235923.387923369
2343,230148.90238040796
2344,214256.24430531103
2345,228298.03819350837
2346,218883.0040577173
2347,200396.26256197767
2348,242297.53452890588
2349,178751.03495052538
2350,305224.11579903204
2351,252770.1988881803
2352,247498.79935963807
2353,237961.61280426418
2354,138401.796572906
2355,142591.83911163168
2356,151883.62934098952
2357,191773.6737617954
2358,198703.39872867608
2359,131773.1119594186
2360,117496.47007854233
2361,146692.8307803152
2362,261142.7449679363
2363,139511.08004622412
2364,153990.08616274147
2365,222353.0357587334
2366,192026.17030468117
2367,225571.07844020717
2368,217495.78790957946
2369,216129.01675895695
2370,171980.32842283545
2371,167081.53180978278
2372,192209.56377883977
2373,283268.9246623127
2374,321822.04844844167
2375,252833.9694893848
2376,290536.8818651753
2377,339714.77231629635
2378,150886.1081978419
2379,195228.88011382485
2380,145389.52741476393
2381,168922.40781205473
2382,208448.41010135564
2383,205817.45680689538
2384,248355.74472705967
2385,164544.02004907897
2386,135075.77022611673
2387,133137.71028709246
2388,101842.03551275033
2389,120972.71995011266
2390,151922.41751330043
2391,147814.62247682043
2392,115875.35608038268
2393,173780.53650310816
2394,144017.32075053657
2395,213395.4345829283
2396,146990.92320234986
2397,217419.12350076012
2398,132752.95611087582
2399,63231.23389955481
2400,66485.21924798252
2401,120993.82329174927
2402,137300.44168259605
2403,141667.76771905215
2404,151891.6497486619
2405,159655.49471207947
2406,143898.6149581118
2407,125217.78915484741
2408,149075.23149573008
2409,122727.94459796726
2410,164232.06112083042
2411,116211.28004388043
2412,153038.6980412195
2413,130300.10898919875
2414,152755.53563911185
2415,132811.70495781477
2416,128311.0944367405
2417,138586.45888782712
2418,136184.61177897948
2419,128257.20647881254
2420,124619.293164245
2421,140184.15027554898
2422,110200.80814321278
2423,115625.01384169195
2424,157841.06740932434
2425,198506.15747782783
2426,127941.66100772186
2427,130999.35654227888
2428,180131.09450390423
2429,114691.85747018739
2430,132041.50972087792
2431,110520.71463896564
2432,148022.83496103727
2433,149376.91405120288
2434,138857.7635330863
2435,148271.96294889436
2436,109848.56203912508
2437,107367.61286180718
2438,125209.02256623586
2439,98676.48248023272
2440,124627.03649265046
2441,87952.71545566627
2442,98177.44329434112
2443,122392.47078218817
2444,126686.72859089833
2445,85932.09592755968
2446,135465.81836523104
2447,183953.0009829931
2448,134393.39203738706
2449,116705.7949319024
2450,149587.50147892657
2451,124574.92755816379
2452,199042.5596399049
2453,94186.49546788292
2454,114297.3428852766
2455,118040.64645632732
2456,128224.30424924742
2457,135962.99664584934
2458,130649.47254678141
2459,109336.35309345262
2460,143930.59073071607
2461,128860.34492348216
2462,133310.00032102998
2463,125532.22578340041
2464,175419.32652073752
2465,145248.9002046797
2466,120178.78889906616
2467,137787.0583682654
2468,80877.00810502176
2469,78274.80040692785
2470,185084.1757868852
2471,208495.00154271926
2472,157771.8503515073
2473,117365.57066229497
2474,74123.4765447592
2475,215113.5405051485
2476,116528.96663336249
2477,125254.61968245516
2478,145794.71258875664
2479,105616.28940469233
2480,154429.75003603954
2481,124695.01462689933
2482,129703.76259203724
2483,113542.95690303619
2484,123827.10090797971
2485,129096.49895290966
2486,147091.58946581683
2487,163413.74678563914
2488,167044.06980527728
2489,154812.68141934436
2490,147735.09229436345
2491,94873.07813878414
2492,198510.6051382829
2493,147962.56194925203
2494,143207.8933327184
2495,88708.05573168442
2496,236512.16122651263
2497,149469.73276410587
2498,115116.94102544792
2499,85255.86020698382
2500,126642.87541198258
2501,133523.54833695816
2502,141332.43411746112
2503,94172.95655340212
2504,178755.28825262032
2505,227254.0285511649
2506,252074.37882753334
2507,280869.0750929528
2508,252153.6331726865
2509,217076.19241501793
2510,221325.2929991699
2511,176981.2343806894
2512,205666.96960231935
2513,222341.86571511987
2514,251277.55790968417
2515,152773.79821637136
2516,173911.77418763546
2517,147557.08366388263
2518,156399.94886136838
2519,236279.99469104878
2520,218847.06805246402
2521,185435.5134926933
2522,224335.0163757439
2523,118954.23308623984
2524,136213.8520928133
2525,147382.85146848415
2526,139651.79595048062
2527,122012.02713615188
2528,132795.9980813575
2529,139970.87625054468
2530,130489.9471514225
2531,256762.607412478
2532,224921.05836586293
2533,196870.49486568093
2534,235141.68003482203
2535,298124.98602644744
2536,228675.88464010783
2537,243679.70017168747
2538,183279.882002112
2539,185454.2847851471
2540,181103.61451447627
2541,181264.06020324718
2542,164447.8392435186
2543,120970.10411612564
2544,121293.54324030792
2545,127268.00093557747
2546,127316.60576228482
2547,136177.2107825018
2548,160135.63502210254
2549,157756.74865924614
2550,540396.3439108228
2551,141566.10073987773
2552,128552.06349153374
2553,76600.3656703856
2554,97033.87441248314
2555,117740.35244235094
2556,103241.17292838832
2557,108182.53928797362
2558,155315.76303637348
2559,133473.62733345563
2560,156939.7178582847
2561,151954.222412135
2562,143155.27723475388
2563,152046.85828098207
2564,215161.8472038993
2565,143022.10980074294
2566,154966.81272656523
2567,139020.54369297042
2568,202231.31156394992
2569,221165.35302955666
2570,118651.3715103193
2571,181487.94664541347
2572,148410.0452164241
2573,214894.74333978933
2574,283543.6460127522
2575,134832.28162524197
2576,114870.7962458722
2577,115534.10950695585
2578,79491.2291200655
2579,65048.0646666096
2580,96784.34425654472
2581,107403.8169933419
2582,102789.79159002178
2583,271165.9572574084
2584,162813.5147871456
2585,183793.5812362397
2586,214986.753304791
2587,200010.4601148091
2588,146880.35240860286
2589,147897.43536888016
2590,209596.61061130604
2591,221624.0909124053
2592,209483.90162632108
2593,255163.38977865427
2594,181830.42658768402
2595,206264.10873511678
2596,291387.91276232956
2597,190000.52184139387
2598,289196.0906522591
2599,320909.91450720874
2600,149589.38358354612
2601,144651.3393864134
2602,82784.48438396407
2603,93139.10594787647
2604,88878.98465077046
2605,79429.15268547783
2606,145395.1413941113
2607,211574.40454808524
2608,205008.32379166505
2609,174873.11911432695
2610,108339.72513615765
2611,115338.83855862034
2612,159073.60636248352
2613,132156.73639456986
2614,128773.33351805678
2615,155772.54830360232
2616,149045.80213859124
2617,174978.5777889976
2618,198640.14603490848
2619,201949.6182799711
2620,189437.23112218565
2621,174140.88982333653
2622,178469.14319767023
2623,244719.9851600888
2624,304858.480506907
2625,281115.96507751395
2626,177353.77459813826
2627,163839.29935163568
2628,486771.55980788835
2629,509083.7486824177
2630,381865.83275690296
2631,470572.89422189235
2632,431539.6436757089
2633,315826.62795703055
2634,421099.85135325755
2635,159619.8739628237
2636,177551.05544067343
2637,177462.01480503194
2638,255865.95340363303
2639,187091.63788356667
2640,151658.4709666114
2641,109878.64311272281
2642,181568.36577306752
2643,108985.00537254458
2644,125038.45633680816
2645,109292.32633931353
2646,96817.19532108432
2647,105683.61729299839
2648,144256.31530674148
2649,153265.5842528862
2650,142620.93333829858
2651,143099.7545881091
2652,405614.3583829588
2653,249056.19045176203
2654,253194.59954744772
2655,410618.0960084527
2656,321675.5580736259
2657,342813.30980905157
2658,297292.2511430228
2659,305848.79848335544
2660,361457.56810834794
2661,348882.05326636473
2662,352628.1295435006
2663,285760.4053579057
2664,272333.32500878826
2665,321944.5287531237
2666,282394.63703747967
2667,171927.32615506178
2668,179460.23567444552
2669,177547.59825772094
2670,269716.2034759425
2671,183902.4547963437
2672,195193.52145111113
2673,202791.50307815016
2674,200213.56781021378
2675,177315.55651358626
2676,189419.61144270765
2677,198635.17335758146
2678,250024.1318936838
2679,273202.14329320606
2680,282691.8999458151
2681,405855.91616267356
2682,325646.7568195566
2683,563033.3385921143
2684,316121.63772360864
2685,331373.9867241571
2686,244066.28621906234
2687,317304.71164130664
2688,213125.75590677236
2689,210345.7271054064
2690,411160.9261278406
2691,191367.2468054552
2692,136689.72804849513
2693,196766.23006923427
2694,132151.3243573255
2695,192458.69967424544
2696,183027.2105809642
2697,185866.22389231925
2698,192691.01333959558
2699,172780.56711373958
2700,156364.686932921
2701,150333.16796361288
2702,113673.64727473726
2703,125201.7113740366
2704,141947.05356772937
2705,117800.5703378544
2706,113372.39430937267
2707,125389.1658322856
2708,133543.8713426991
2709,104147.22833648104
2710,129088.8169770022
2711,263245.22091926273
2712,387294.6799851515
2713,172847.68541950593
2714,153152.96694088395
2715,167302.81887403835
2716,146232.58308108014
2717,189194.87568791374
2718,224963.95309055812
2719,152622.93990711292
2720,177702.1467285282
2721,134947.57482654307
2722,160481.999886828
2723,141812.36979119707
2724,127207.09788608622
2725,132721.69260039512
2726,146944.59922842344
2727,175165.90511066897
2728,182640.41750223545
2729,152012.06044844355
2730,144467.93916249718
2731,132368.77871036297
2732,129444.65282641072
2733,158784.54439536828
2734,142600.0479652287
